,Unnamed: 0,Original_sentence,translated_sentence,predicted_summaries
1035,335,['तामिलनाथ मंदिर में सर्वोच्च तल पर कोनों पर नंदी के स्थान पर चार कर्णकूट लघु मंदिर हैं.'],भूतपूर्व में सबसे ऊपर के पत्थरों के स्थान पर चार छोटे - छोटे मंदिर होते हैं ।,दुनिया के सबसे ऊपर के पत्थरों में से एक का मंदिर है और यह एक पुरानी बाबरी मस्जिद है.
1036,336,"['परंतु इस हार ने एक बार प्रमाणित कर दिया, यदि अब भी प्रमाण की जरूरत थी, कि मुसलमानों के लिए आधुनिक शिक्षा का कितना महत्व था.']","लेकिन यह हार केवल एक बार फिर साबित हुई, यदि सबूत अब भी आवश्‍यक थे, तो विश्‍वासी लोगों के बीच आधुनिक शिक्षा के महत्त्व के कारण ।",आधुनिक शिक्षा के लिए ब्रिटेन में हार का सबूत सामने आया है और यह सब कुछ पुराने थे ।
1037,337,"[""दिल्ली स्थित एक सांस्कृतिक समीक्षक सुधीश पचौरी कहते हैं,'' टीवी वाली महिलओं से उलट आज की महिलएं काफी प्रगतिशील हैं.""]","“ सच में स्त्रियों से भिन्‍न, टी. वी.",भारत में महिलाओं के बारे में बीबीसी हिंदी की विशेष सीरीज़ 'बीबीसी इंडियन'.
1038,338,"['सकल घरेलू उत्पाद ( जीड़ीपी ) की वृद्धि दर 2000-01 में लुढेककर महज 4 फीसदी हो गई, जो 1991-92 के संकट के बाद सबसे कम है.']","B-LB- RB-R-RB- RB-RL- RB-B- चुपके से 2000-1 में सिर्फ 4 प्रतिशत, १९९१-92 के संकट के वर्ष के बाद से कम है.",भारतीय क्रिकेट कंट्रोल बोर्ड (बीबीसी) के लिए अब तक का सबसे बड़ा मुकाबला हो चुका है.
1039,339,"['मैं दोनों के बीच के वाक्द्दअंयुद्ध की बात कर रही ंं, जो सुर्खियों में रहा.इधर हाल में हमने जो राजनैतिक बहसें देखी हैं उनमें यह सबसे बेमानी और टुच्ची थी.']",मैं उन दोनों के बारे में बात करते हैं जो खबरों को घेर रही थीं और सबसे सरल और तुच्छ राजनीतिक बहस में बदल गए हैं हमने कुछ समय में देखा है.,पाकिस्तान के प्रधानमंत्री नरेंद्र मोदी और उनकी पत्नी प्रियंका चोपड़ा के बारे में बात करते हैं.
1040,340,"['रात को प्रौढ़ शलभ संतरे, नींबू और आम के पक रहे फलों पर जाते हैं उनकी त्वचा में छेद करते हैं और रस चूसते हैं.']","ये कीड़े तरह - तरह के जंगली पौधों को खाते हैं और रात में बड़े - बड़े पतंगों को नारंगी, चूँ और मनुष्य के फलों का दौरा करते हैं, जिससे उनकी खालें सड़ जाती हैं और रस चूसती हैं ।",दक्षिण अफ़्रीका में पतंगों के लिए खाने वाले कीड़े और बड़े-बड़े पौधों को खाते हैं.
1041,341,"['29 इस के अतिरिक्त, आप वीज़ा की ज़रुरतों के बारे में सूचना फॉहरन एंड़ कॉमनवैल्थ अऑफिस की वैबसाईट']","29 इसके अलावा, आप विदेशी और आम तौर पर पैसों की संस्थाओं की जानकारी पा सकते हैं : www.fogv.k/kvas","भारत में पैसों की संस्थाओं के बारे में आपको जानकारी मिल सकती है. इसके साथ ही, आप इस बात की पुष्टि भी कर सकते हैं."
1042,342,['पंरतु अब तक उनकी द्Qष्टि इतनी कमजोर हो गई थी कि कानूनी काम जारी रखना अनिश्चित हो गया था.'],लेकिन अब उसकी नज़र इतनी बुरी थी कि यह अनिश्‍चित था कि वह अपने क़ानूनी कार्य को पूरा कर सकता था या नहीं ।,अमरीका के पूर्व राष्ट्रपति जॉर्ज बुश ने अपने क़ानूनी कार्यों को पूरा करने का फ़ैसला किया था.
1043,343,['दोनों दीवारों के आधारों और बीच में बने संधार प्रदक्षिणा पथ के फर्श में बनी नालियों से पानी बहता है.'],यह पानी दो दीवारों की पायों और बालू के फर्श के बीच में बहती है ।,दक्षिण अफ़्रीका में पानी और बालू के बीच बहती रही है । यह एक नई बात है.
1044,344,['पार्श्व अथवा नथुनों की गति को देख करके भी श्वसन गति निर्धारित की जा सकती है.'],दिशा या नथनों के आंदोलनों को देखने के द्वारा साँस लेने की दर देखी जा सकती है ।,पश्चिम बंगाल की राजधानी लखनऊ में रविवार को आंदोलनों की तैयारी की जा रही है ।
1045,345,['वैसे उनके जीवन की लंबी पारी यह साबित करती है कि सार्वजनिक जीवन में आज भी शालीनता और भद्रता का महत्व है और यह भी कि कयुनिस्ट होने के साथ-साथ भद्रलक होना मुमकिन हैउ.'],"वह एक लंबे समय तक रहता था जबकि यह साबित करने के लिए कि सार्वजनिक जीवन में शिष्टाचार और अनुग्रह ने अब भी बात की है, और कि एक सज्जन और एक संवादवादी होना संभव है ।",ब्रिटेन के जाने-माने अभिनेता और लेखक माइकल रॉबर्ट ने अपने जीवन का सबसे बड़ा अध्ययन किया है ।
1046,346,['कुछ समय बाद उन्हें दार्जिलिंग के पास कर्शियांग ले जाकर बड़े भाई शरत् के बंगले में नजरबंद कर दिया गया.'],"कुछ समय बाद, वह Dajezel के पास केकंगंग में स्थानांतरित कर दिया गया और अपने भाई साराटेट के कुंगो में लटका दिया गया.",दक्षिण अफ्रीका के एक युवक ने अपने भाई के साथ लड़ाई करने का फ़ैसला किया.
1047,347,"['पुलिस और अभियोजन आथॉरिटीज़ में जनता का विश्वास, एक ऐसी अपराधिक न्याय व्यवस्था की एक ज़रूरी विशेषता है, जो एक लोकतांत्रिक समाज में न्याय और स्वतंत्रता को महत्व देती है भाष्;']",पुलिस और सरकारी अधिकारियों पर सार्वजनिक विश्‍वास एक अपराधी न्याय व्यवस्था का एक अनिवार्य पहलू है जो एक लोकतांत्रिक समाज में न्याय और स्वतंत्रता को महत्त्व देता है ।,भारत में पुलिस और सरकारी अधिकारियों के बीच सार्वजनिक विश् वास का एक महत्वपूर्ण पहलू है.
1048,348,['अधिकांश परजीवी कीट हाइमनोप्टेरा ( कलापंखी ) और डिप्टेरा ( द्विपंखी ) गणों में आते हैं.'],"इन कीड़ों में से ज़्यादातर कीड़े हैं, हू - ब - हू पक्षियों और डीपिया ।",चीन में क़रीब तीन लाख कीड़ों की मौत हो गई है और इनमें से ज़्यादातर कीड़े हैं.
1049,349,"['वह इतिहास के इस सबक को फिर से दुहरा रहे हें कि जब कोई संस्था अपना काम पूरा कर चुकती है और दुनिया को उसकी कोई जरूरत नहीं रहती, वह टूटना शुरू हो जाती है और अपना विवेक और सारी क्षमता खो देती है.']","वे इतिहास के सबक़ को एक ताज़ा दिखाते हैं जब एक वर्ग ने अपना उद्देश्‍य पूरा किया है और संसार की कोई ज़रूरत नहीं है, यह सड़ता है और बुद्धि और सभी क्षमता खो देती है ।",इतिहास के महान वैज्ञानिकों में से एक डॉक्टर जॉन रॉबर्ट और उनके सहयोगी थे ।
1050,350,"[""मरांड़ी रुखाई से कहते हैं,'' उन्होंने इस तरह की चीजें बिहार में देखी थीं और वे सोचते हैं कि मंत्रियों को ऐसे ही काम करना चाहिए.''""]","“ उन्होंने बर्ड में ऐसी बातें देखी थीं और सोचा कि इस तरह सेवकों को काम करना चाहिए, ” मारंदी कहती है ।",नाइजीरिया की रहने वाली मारंदी ने अपने बर्ड में सेवकों के साथ काम करने का फ़ैसला किया है.
1051,351,['इसके आदि प्रकार कैसे थे और विश्व में कहां पाये गए?'],वे कौन - से प्रारंभिक प्रकार थे और दुनिया में कहाँ पाया गया है?,दुनिया के सबसे पुराने शोधकर्ताओं में से एक डॉक्टर के अनुसार अब तक तीन लोगों की मौत हो चुकी है.
1052,352,['इसी तरह की एक अंन्य तकनीक प्रोफेसर जॉन गॅर्डन द्वारा खोजी गयी है.'],जॉन जीगन ने इस तकनीक का आविष्कार किया ।,दुनिया की सबसे बड़ी इलेक्ट्रॉनिक तकनीक चीन के जॉन जीगन ने तैयार किया है.
1053,353,"['पर अगर आप उनको जाऋचने में देर करते हैं, या उनमें मऋजूद किसी खऋराबी की शिकायत नहीं करते हैं, तो संभव है कि आप उन्हें उसे ठुकराने का अधिकार खो बैठें.']","लेकिन अगर आप यह जाँच करें कि आपने क्या खरीद लिया है, या किसी गलती के बारे में पता लगाने में देर कर रहे हैं, तो आप शायद अपना हक खो बैठें ।","अगर आप किसी व्यापारी के बारे में पता लगा रहे हैं, तो आपको यह जानकारी मिल सकती है कि आपने क्या खरीद लिया है."
1054,354,['दोनों राष्ट्राध्यक्ष और शासनाध्यक्ष के रूप में एक-दूसरे को अपना राजनैतिक प्रतिद्वंद्वी ही मानकर चलते हैं.'],विरोधी राजनीतिक पार्टियों के नेताओं के रूप में दोनों एक दूसरे का सामना देश के अधिकारी और सहसांग.,दक्षिण अफ़्रीका में विपक्षी पार्टियों के नेताओं के बीच टकराव का दौर जारी है और दोनों ने एक दूसरे पर निशाना साधा.
1055,355,['यह राजसी लोगों का वाद्य था जो उनके महलों और राजनिवासों में बजाया जाता था.'],यह उनके मकानों और जल - शैलियों में खेला जाता था ।,दक्षिण अफ्रीका में कई साल पहले महिलाओं ने पानी खींचने की कोशिश की थी.
1056,356,['बंबई में सन् 1914 और सन् 1923 के दौरान एक मिल श्रमिक की कुल आमदनी औसत रूप में 80 प्रतिशत से भी अधिक हो गयी और अहमदाबाद में यह दुगुनी हो गयी.'],"सन्‌ 1914 और 1923 के बीच, बिस्कुड में जितना बन पड़ा उससे 80 प्रतिशत से भी ज़्यादा लोगों ने राज - घर बनाने का काम शुरू कर दिया ।",बिस्कुड के लोगों ने अपने घर बनाने का काम शुरू कर दिया और अब उन्हें अपना घर बनने की इजाज़त दी गई है ।
1057,357,['अगर फौज हमें चार छोटे-से आतंकवादी गुटों से छुटकारा नहीं दिल सकती तो हमें उसे खत्म कर देना चाहिए और उसके बदले इज्राएली कमांड़ो को किराए पर बुल लेना चाहिए.'],अगर सेना हमें चार छोटे आतंकवादी समूहों से छुटकारा नहीं कर सकती...... हम इसे भंग करना चाहिए...... और बदले में इस्राएल कमांडोस को किराया देना चाहिए.,इस्राएल की सेना हमेशा से चरमपंथी समूहों के ख़िलाफ़ कार्रवाई कर रही है.
1058,358,"['उन्होंने छह शहरों में से हरेक से 10 लडऋएकियों को चुना.इससे पहले लडऋएकियों ने जजों के चुने गाने, अपनी पसंद के गाने और आखिर में समूह के साथ गाने गाए.']","उन्होंने छः शहरों में से १० से १० लड़कियों को एक क्रम के अनुसार चुना जो न्यायाधीशों द्वारा चुने गये संख्या को, अपने चुनाव के गीत और अंत में, समूह प्रदर्शनों के लिए चुने जाते हैं ।",ब्रिटेन के नए न्यायाधीश डॉनल्ड ट्रंप ने लड़कियों को अपने लिए चुना है.
1059,359,['मांग तेजी से बढ़ रही थी और मिलों ने उपलब्ध क्षमता का उपयोग करते हुए दो पारी में काम करना शुरू कर दिया.'],"कीथ तेजी से बढ़ रही थी और चक्कीओं को दो-शी काम करने के लिए स्विच करना पड़ा था, जो उपलब्ध निष्क्रिय क्षमता है.",दुनिया की सबसे तेजी से बढ़ रही चक्कीओं में से एक कीथ की वापसी हो गई है.
1060,360,['उनका परिवार अत्यंत धार्मिक था.परंतु उन्होंने उसमें कई ऐसे पश्चिमी रिवाजों को शामिल किया जो उन्हें अच्छें लगते थे.'],उसका घराना परमेश्‍वर का भय मानता और बहुत धार्मिक था; लेकिन उसने अनेक पश्‍चिमी रिवाज़ों को जोड़ दिया जो उसे अच्छा लगते थे ।,पश् चिमी समुदाय के एक युवक ने अपने पुराने जीवन के बारे में बात की थी.
1061,361,"['उदाहरण के लिए, उड़ीसा के चंग में खाल ढांचे में लकड़ी के पिनों से अनगढ़ रूप से मढ़ी जाती है.']","उदाहरण के लिए, ओरोसा की खाल में लकड़ी के छेदों के माध्यम से सिर्फ़ छत तक ही पानी का उपभोग किया जाता है ।",ओरोसा की खाल में लकड़ी के छेदों के माध्यम से पानी का उपभोग किया जाता है ।
1062,362,['इसलिए ये सभी एक-से होते हैं तथा इनमें Y तथा ष् जीन होते हैं.इसी तरह य्य्र्र् - यह दोहरा अप्रबल जीनों का पौधा बौना होगा तथा इसके दानें सिकुड़े हुए होंगे.इससे उत्पन्न सभी युग़्मकों में य् तथा र् उपस्थित होंगे.'],"अतः, वे दोनों समान हैं, Y और आर.",लॉकडाउन के दौरान ब्रिटेन के मुख्यमंत्री इमरान ख़ान ने अपने दोस्तों को संबोधित किया.
1063,363,"['उनके नीड़ झींगुरों, कुछ भृंगों ( पॉसिडी, स्टैफीलिनिडी ), लाइसीनिड त्Lतलियों की इल्लियां और फॉरिड मक़्खियां जैसे बिना निमंत्रण के आने वाले कीट Zअतिथियों के समूह के लिए मनपसंद आश्रयस्थल हैं.']","उनके घोंसले बिन बुलाए मेहमान कीड़ों के पसंदीदा घर हैं, जैसे कि क्रिकेट के कीड़े -LBLB-LBLLCCC-RECC-REC-RP-RB-RL-RC-R, लीकांबी, लीओकाउडिडी, Phrids, Prididididids, आदि.",ब्रिटेन की क्रिकेट टीम के तेज़ गेंदबाज़ मोहम्मद बिन बुलाए कीड़ों के घरों में से एक हैं.
1064,364,"['ये चौबीस अध्याय हैं जैसा कि लेखक ने स्वयं कहा है, लेकिन एक पच्चीसवां भी है जिसका शीर्षक है? ध्यान-ग्रह-अध्याय? जिसमें उसने अनुमान से निर्मेयों का समाधान करने का प्रयत्न किया है, गणितीय परिकलन से नहीं.']","ये, अब, अपने कथन के अनुसार चौबीस अध्याय हैं, लेकिन एक बीसवीं है, जिसे Daunday-ह-हस्तिया कहा जाता है, जिसमें वह गणितीय गणना द्वारा समस्याओं को हल करने की कोशिश करता है.","गणित के नए अध्याय की शुरुआत हुई थी, लेकिन अब, वह एक ऐसा विषय है, जिसके बारे में हम सब जानते हैं."
1065,365,['इस रचना की रानी अपने ही पति के विरुद्ध प्रतिक्रियावादी ताकतों से मिल जाती है.'],वहाँ रानी अपने पति के खिलाफ प्रतिक्रिया की सेनाओं के साथ जुड़ा हुआ है ।,नाइजीरिया की रानी जॉर्ज फ्लोरिडा में अपने पति के ख़िलाफ़ कार्रवाई कर रही है ।
1066,366,['> यानी आप इस क्षेत्र के तेजी से निजीकरण का इंतजाम करेंगे?'],Q. क्या इसका यह मतलब है कि आप इस सेक्टर के तेजी से प्राथमिकीकरण सुनिश्चित करेंगे?,तेज़ी से चलने वाले कंप्यूटर सेक्टर में अब तक सात लोगों की मौत हो चुकी है.
1067,367,['प्रांतीय कमेटियां इस प्रस्ताव को तुरंत अनुवाद करा लें और इसका अपने अपने प्रांतों में व्यापक प्रचार करें.'],अपने क्षेत्र के प्रान्तों में अनुवाद और व्यापक रूप से वितरित किए गए प्रस्ताव को तुरंत प्राप्त करना चाहिए ।,ब्रिटेन के राष्ट्रपति डोनल्ड ट्रंप ने दक्षिण एशियाई देशों में शांति स्थापित करने के प्रस्ताव को मंज़ूरी दे दी है.
1068,368,['( एफ ) क्या व्यक्ति के पास पहले कभी प्रशिक्षण और कार्य अनुभव योजना ( ठ्थैश् ) का परमिट था ( पैराग्राफ 15-16 को देखें'],- LRB-RB-RB- - क्या उस व्यक्ति के पास पहले से - LBB-B- - देखें पैराग्राफ 15-16 -R:,बीबीसी हिंदी सेवा के नए पैराग्राफ में यह बात सामने आई है कि किस व्यक्ति का पास पहले से -
1069,369,"['यह बड़े अचरज की बात है कि कोई संस्कृति या सभ्यता पाँच-छह हजार या इससे भी ज़्यादा वर्षो तक लगातार बनी रहे और वह भी इस रूप में नहीं कि वह स्थिर रहे और उसमें बदलाव न आये, क़्योंकि हिंदुस्तान में बराबर परिवर्तन होते रहे और यह निरंतर प्रगति करता रहा.']","और न तो स्थिर, न अटल अर्थ में, न ही भारत में, हर समय बदल रहा था और उन्‍नति कर रहा था ।",अटल बिहारी वाजपेयी ने न तो भारत में स्थिर रहने का फ़ैसला किया था और ना ही पाकिस्तान में.
1070,370,['औद्योगिक क्रांति अभी पूरी तरह इस स्थिति तक नहीं आयी थी कि पश्चिमी देश मशीनों द्वारा निर्मित सस्ता सामान बाजार में भेजने लगें जिससे भारत और विदेश के हितों का अंतर स्पष्ट हो जाये.'],"औद्योगिक क्रांति अभी तक विस्तृत नहीं हुई थी पश्‍चिम की ओर इशारा करने के लिए, जो भारतीय और विदेशी हितों के बीच साफ और तेज करने के लिए किया गया था.",भारत और पश् चिम के बीच हुई औद्योगिक क्रांति की शुरुआत रविवार को हो गई.
1071,371,['इसके साथ-साथ नीचे दिए गये कुछ उपाय भी अपनाए जा सकते है :'],इनमें से कुछ उपायों को भी अपनाया जा सकता है:,"कोरोना वायरस से निपटने के लिए कई तरीके अपनाए जा रहे हैं, लेकिन इनमें से कुछ नए हैं."
1072,372,"['सो, आज मैरे देश में पति-पत्नी अपना निकाहनामा साथ में लिए बिना घर से बाहर नहीं निकल सकते.']","इसलिए आज, मेरे देश में एक पति और पत्नी उनके बगैर घर नहीं जा सकते ।",मेरे पति और पत्नी के बगैर घर नहीं जा सकते थे जब मैंने उन्हें जन्म दिया था.
1073,373,"['निस्सन्देह, अम्लीय वर्षा.']","इसमें कोई शक नहीं, एसिड बारिश!",कोरोना वायरस की वजह से कई लोगों की मौत हो गई है. लेकिन क्या आप जानते हैं?
1074,374,"[""अगर हत्या और बलत्कार करने वाले ही 20 साल तक'विचाराधीन'बने रह सकते हों तो आतंकवादियों के लिए मामल अलग कैसे हो सकता है?""]","जब हत्यारे और बलात्कारी २० साल से “खड़ा ” रह सकते हैं, तो आतंकवादी लोगों के लिए यह भिन्‍न क्यों होना चाहिए?",पाकिस्तान में क़रीब तीन हज़ार लोगों की हत्या कर दी गई है और अब उन्हें ‘खड़ा’ कहा जा रहा है.
1075,375,['उनका कहना था :'],उसने कहा:,बीबीसी ने लंदन में एक महिला के बारे में बात की और उन्हें संबोधित किया.
1076,376,"['उनऋ-ऊण्श्छ्ष्-होंने कहा कि हतऋ-ऊण्श्छ्ष्-या के अभियोग से संबंधित प्रमाण इसलिए खारिज हो जाते हैं, कऋ-ऊण्श्छ्ष्-योंकि वे हतऋ-ऊण्श्छ्ष्-याएं सेना की कार्यवाही का अंग थीं और फऋजी अदालत द्वारा उन लोगां का मृतऋ-ऊण्श्छ्ष्-युदंड दिया जाना पूर्णतः नऋ-ऊण्श्छ्ष्-यायसमऋ-ऊण्श्छ्ष्-मत समझा गया']",उसने आगे कहा कि हत्या के आरोपों के बारे में सबूतों के साथ उसका पहला अधीनता यह है कि वे सेना द्वारा वकील का हिस्सा थे; कि उन लोगों को उचित क़ानून के तहत गोली मार दी जानी थी ।,अमरीका के पूर्व राष्ट्रपति जॉर्ज बुश ने कहा है कि सेना द्वारा हत्या के आरोपों के बारे में सबूत मिलते हैं.
1077,377,['वर्तमान परिस्थितियों में यह पर्याप्त नहीं है.'],यह वर्तमान माहौल में अच्छा नहीं है ।,कोरोना वायरस की वजह से कई लोगों की मौत हो गई है और अब उन्हें अस्पताल में भर्ती कराया जा रहा है.
1078,378,['फैक्टरी बंदी का यह धंधा शुरू होने के बाद काफी रकम इधर से उधर हो चुकी है.'],"इसलिए, कभी - कभी जब से फ़्यूट बंद करने का व्यापार शुरू हो गया है तब से काफ़ी पैसा अपने हाथों को बेच दिया है ।",फ़्यूट बंद करने के लिए कई लोगों के हाथों को पैसा बेचने की ज़रूरत है ।
1079,379,['तब वह विकेट के पीछे खड़ा होकर हर उस गेंद को रोकने की कोशिश करता है जिसे बल्लेबाज या तो जान-बूझकर खेलता नहीं या खेलते समय चूक जाता है.'],वह सनसन के पीछे खड़ा है और उसे हर गेंद मिलती है जो या तो बिस्कुट या खेल नहीं देती ।,दक्षिण अफ़्रीका के तेज़ गेंदबाज़ जॉन सनसन एक ऐसा खिलाड़ी है जिसके लिए वह अपने दम पर खड़ा है.
1080,380,['बैठक के दौरान ही कान की तकलीफ से राय बहुत बीमार हो गए.'],वह एक गंभीर बीमारी से पीड़ित हो गया जब सभा चल रही थी ।,दक्षिण अफ़्रीका में एक महिला ने रैली की थी जिसमें उसकी मौत हो गई.
1081,381,"['उन्हें आज साथ साथ चलने वाले ढंग से काम करना चाहिए, भले ही वे एक-दूसरे से कुछ कुछ अलग रहकर काम करें, लेकिन ये दोनों आपसे में मिल जायेंगे.']",आज वे दोनों साथ मिलकर काम कर सकते हैं ।,बॉलीवुड अभिनेता बॉब बेन और उनकी पत्नी ग्रेनेड तैनात हैं ।.
1082,382,['इस काम में मै कैसे मदद करूँ? भाष्;'],मैं मदद करने के लिए क्या कर सकते हैं?,क्या आप जानते हैं कि मैं किस तरह से मदद कर सकता हूं? यह सवाल आपके लिए है.
1083,383,"['समितियों का गठन ससंदीय समितियों के सदस्य सदन द्वारा प्रस्ताव स्वीऋत करके नियु> या निर्वाचित किए जाते हैं या अध्यक्ष द्वारा अथवा सभापति द्वारा, जैसी भी स्थिति हो, मनोनीत किये जाते हैं.']","समिति के सदस्यों को संस्थाएँ नियुक्‍त की जाती हैं या उन्हें किसी काम में नियुक्‍त किया जाता है, जैसे कि अध्यक्ष या अध्यक्ष, या अध्यक्ष द्वारा किया जा सकता है ।",राष्ट्रीय समिति के सदस्यों की संख्या बढ़कर सात हो गई है और उन्हें तीन साल तक कार्यरत रहना पड़ता है.
1084,384,"['जब किसी खरीददारी में गड,बड, हो जाती है, तो उपभो>आ का अधिकार है कि उस का शीघ्र तथा प्रभावी सुधार हो.']","जब कोई चीज़ ग़लत हो जाती है, तो उपभोक्ता को जल्दी से और प्रभावकारी लाल रंग के लिए कहा जाता है ।",लाल रंग की चीज़ों के लिए कई तरह के उपाय किए जाते हैं और उन्हें नया रंग दिया जाता है.
1085,385,['हमारे टिड्डों में सबसे ज़्यादा ज्ञात और शायद सबसे सामान्य रंगीन टिड्डा पोइसिलोसेरस पिक़्टस है.'],"शायद सबसे प्रसिद्ध और शायद हमारे टिड्डियों की सबसे सामान्य और रंगी है Photoocius Phous, रंगाकांकर।",क्या आपने कभी टिड्डियों के बारे में सुना होगा? क्या हमने सोचा है कि वो किस तरह की हैं?
1086,386,['राजा को विधि तथा अपने क्षेत्र के विधान के प्रति निष्ठा की शपथ लेनी पड़ती थी और अपनी जनता के भौतिक तथा नैतिक कल्याण के लिए राज़्य को न्यास अथवा ट्रस्ट के रूप में रखना होता था.'],"राजा जबड़े और क्षेत्र के संविधान की शपथ लेने के लिए और अपने लोगों के कल्याण के लिए सरकार पर भरोसा रखने के लिए सरकार पर भरोसा करने के लिए की आवश्यकता थी, दोनों साथीिया 'एल और नैतिक.","राजा जबड़े और उनके साथीिया नैतिक के बीच युद्ध शुरू हो गया है, लेकिन इस बात की पुष्टि नहीं हुई."
1087,387,['अण्डा पैदा करने वाली नस्लों की मुर्गियां प्राय : साढ़े पांच से छ : महीने के उम्र से अण्डे देना शुरू करती हैं.अपेक्षतया वजनी नस्लें 7 से 8 मास तक अण्डे नहीं देतीं.'],यह अंडे पैदा करता है जो आम तौर पर 5वी से 6 महीने तक अंडे देता है ।,अंडे पैदा करने के लिए तैयार किया जा रहा है और यह अब तक का सबसे बड़ा अंडा बन गया है.
1088,388,"['अगर मेरा मकानमालिक मुझे गैरकानूनी तौर से बाहर निकलवाने या प्रताड़ित करने की कोशिश करे, तो मैं क्या करूँ?']",मैं क्या कर सकता हूँ अगर मेरे निवासी मुझे अनुचित रूप से निकालने की कोशिश करते हैं या मुझे परेशान कर रहे हैं?,मैं अपने घर से बाहर निकलने की कोशिश कर रहा हूँ क्योंकि मेरे निवासी मुझे परेशान कर रहे हैं.
1089,389,['वे छोटे छोटे शिकारों को पकड़ लेते हैं और उनका खून चूसते हैं.'],वे छोटे शिकार ले जाते हैं और अपने खून चूसते हैं.,दक्षिण अफ़्रीका में क़रीब तीन हज़ार लोगों की मौत हो गई है और उन्हें कई चीज़ें मिली हैं.
1090,390,"[""हम सरकार को हाथ की सफाई से ऐसा नहीं करने देंगे.''""]",हम सरकार को हाथ से जाने नहीं देंगे । ”,पाकिस्तान के प्रधानमंत्री नरेंद्र मोदी ने कहा है कि वो अपने देश को संबोधित करने के लिए तैयार हैं.
1091,391,['राखी लाल डोरी तथा रंग-विरंगी रूई से बनाई जाती'],फ्यूग की पेशियाँ ईंट का काम करती हैं और लाल रंग से रंगी हुई रंगी हुई रंगी हुई होती हैं ।,फ्यूग की पेशियाँ लाल रंग से रंगी हुई होती हैं और ईंट का काम करती है ।
1092,392,"['जो कोयले के बारे में सत्य है, वही लोहे और इस्पात के बारे में सत्य है यद्यपि ये उद्योगों की श्रंखला में बहुत बाद में आये.']","कोयले के बारे में क्या बात लोहे और स्टील के बारे में भी सच है, जो बाद में उद्योगों की श्रृंखला में आया ।",कोयले के बारे में क्या बात है? यह सच है और इसे लेकर कई तरह के सवाल उठ रहे हैं.
1093,393,['महत्वपूर्ण विचार'],बहुत से विचार,बहुत से लोगों के लिए यह बात हमेशा पसंद होती है कि वो क्या करेंगे.
1094,394,"['हम जैसे एक जंगल में रहते हैं, जहां अक़्सर अधिकतर लुटेरे व्यक़्ति और मुल्क अपनी अपनी मर्जी के मुताबिक कहीं भी घूमते रहते हैं और समाज को नुकसान पहुंचाने की कोशिश में रहते हैं.']",हम एक ऐसे जंगल में रहते हैं जहाँ अकसर बहुत - से लोग और देश - भक्‍त लोग अपनी मरज़ी से आकर समाज को तबाह करने की कोशिश करते हैं ।,हम भारत के दक्षिणी हिस्से में रहते हैं और यहाँ रहने वाले लोगों की संख्या बढ़ती जा रही है।
